1,1,Alabama
2,1,Alabama
3,1,Alabama
4,1,Alabama
5,1,Alabama
6,1,Alabama
7,1,Alabama
0,2,Alaska
1,4,Arizona
2,4,Arizona
3,4,Arizona
4,4,Arizona
5,4,Arizona
6,4,Arizona
7,4,Arizona
8,4,Arizona
9,4,Arizona
1,5,Arkansas
2,5,Arkansas
3,5,Arkansas
4,5,Arkansas
1,6,California
2,6,California
3,6,California
4,6,California
5,6,California
6,6,California
7,6,California
8,6,California
9,6,California
10,6,California
11,6,California
12,6,California
13,6,California
14,6,California
15,6,California
16,6,California
17,6,California
18,6,California
19,6,California
20,6,California
21,6,California
22,6,California
23,6,California
24,6,California
25,6,California
26,6,California
27,6,California
28,6,California
29,6,California
30,6,California
31,6,California
32,6,California
33,6,California
34,6,California
35,6,California
36,6,California
37,6,California
38,6,California
39,6,California
40,6,California
41,6,California
42,6,California
43,6,California
44,6,California
45,6,California
46,6,California
47,6,California
48,6,California
49,6,California
50,6,California
51,6,California
52,6,California
53,6,California
1,8,Colorado
2,8,Colorado
3,8,Colorado
4,8,Colorado
5,8,Colorado
6,8,Colorado
7,8,Colorado
1,9,Conneticut
2,9,Conneticut
3,9,Conneticut
4,9,Conneticut
5,9,Conneticut
0,10,Delaware
1,12,Florida
2,12,Florida
3,12,Florida
4,12,Florida
5,12,Florida
6,12,Florida
7,12,Florida
8,12,Florida
9,12,Florida
10,12,Florida
11,12,Florida
12,12,Florida
13,12,Florida
14,12,Florida
15,12,Florida
16,12,Florida
17,12,Florida
18,12,Florida
19,12,Florida
20,12,Florida
21,12,Florida
22,12,Florida
23,12,Florida
24,12,Florida
25,12,Florida
26,12,Florida
27,12,Florida
1,13,Georgia
2,13,Georgia
3,13,Georgia
4,13,Georgia
5,13,Georgia
6,13,Georgia
7,13,Georgia
8,13,Georgia
9,13,Georgia
10,13,Georgia
11,13,Georgia
12,13,Georgia
13,13,Georgia
14,13,Georgia
1,15,Hawaii
2,15,Hawaii
1,16,Idaho
2,16,Idaho
1,17,Illinois
2,17,Illinois
3,17,Illinois
4,17,Illinois
5,17,Illinois
6,17,Illinois
7,17,Illinois
8,17,Illinois
9,17,Illinois
10,17,Illinois
11,17,Illinois
12,17,Illinois
13,17,Illinois
14,17,Illinois
15,17,Illinois
16,17,Illinois
17,17,Illinois
18,17,Illinois
1,18,Indiana
2,18,Indiana
3,18,Indiana
4,18,Indiana
5,18,Indiana
6,18,Indiana
7,18,Indiana
8,18,Indiana
9,18,Indiana
1,19,Iowa
2,19,Iowa
3,19,Iowa
4,19,Iowa
1,20,Kansas
2,20,Kansas
3,20,Kansas
4,20,Kansas
1,21,Kentucky
2,21,Kentucky
3,21,Kentucky
4,21,Kentucky
5,21,Kentucky
6,21,Kentucky
1,22,Louisiana
2,22,Louisiana
3,22,Louisiana
4,22,Louisiana
5,22,Louisiana
6,22,Louisiana
1,23,Maine
2,23,Maine
1,24,Maryland
2,24,Maryland
3,24,Maryland
4,24,Maryland
5,24,Maryland
6,24,Maryland
7,24,Maryland
8,24,Maryland
1,25,Massachusetts
2,25,Massachusetts
3,25,Massachusetts
4,25,Massachusetts
5,25,Massachusetts
6,25,Massachusetts
7,25,Massachusetts
8,25,Massachusetts
9,25,Massachusetts
1,26,Michigan
2,26,Michigan
3,26,Michigan
4,26,Michigan
5,26,Michigan
6,26,Michigan
7,26,Michigan
8,26,Michigan
9,26,Michigan
10,26,Michigan
11,26,Michigan
12,26,Michigan
13,26,Michigan
14,26,Michigan
1,27,Minnesota
2,27,Minnesota
3,27,Minnesota
4,27,Minnesota
5,27,Minnesota
6,27,Minnesota
7,27,Minnesota
8,27,Minnesota
1,28,Mississippi
2,28,Mississippi
3,28,Mississippi
4,28,Mississippi
1,29,Missouri
2,29,Missouri
3,29,Missouri
4,29,Missouri
5,29,Missouri
6,29,Missouri
7,29,Missouri
8,29,Missouri
0,30,Montana
1,31,Nebraska
2,31,Nebraska
3,31,Nebraska
1,32,Nevada
2,32,Nevada
3,32,Nevada
4,32,Nevada
1,33,NewHampshire
2,33,NewHampshire
1,34,NewJersey
2,34,NewJersey
3,34,NewJersey
4,34,NewJersey
5,34,NewJersey
6,34,NewJersey
7,34,NewJersey
8,34,NewJersey
9,34,NewJersey
10,34,NewJersey
11,34,NewJersey
12,34,NewJersey
1,35,NewMexico
2,35,NewMexico
3,35,NewMexico
1,36,NewYork
2,36,NewYork
3,36,NewYork
4,36,NewYork
5,36,NewYork
6,36,NewYork
7,36,NewYork
8,36,NewYork
9,36,NewYork
10,36,NewYork
11,36,NewYork
12,36,NewYork
13,36,NewYork
14,36,NewYork
15,36,NewYork
16,36,NewYork
17,36,NewYork
18,36,NewYork
19,36,NewYork
20,36,NewYork
21,36,NewYork
22,36,NewYork
23,36,NewYork
24,36,NewYork
25,36,NewYork
26,36,NewYork
27,36,NewYork
1,37,NorthCarolina
2,37,NorthCarolina
3,37,NorthCarolina
4,37,NorthCarolina
5,37,NorthCarolina
6,37,NorthCarolina
7,37,NorthCarolina
8,37,NorthCarolina
9,37,NorthCarolina
10,37,NorthCarolina
11,37,NorthCarolina
12,37,NorthCarolina
13,37,NorthCarolina
0,38,NorthDakota
1,39,Ohio
2,39,Ohio
3,39,Ohio
4,39,Ohio
5,39,Ohio
6,39,Ohio
7,39,Ohio
8,39,Ohio
9,39,Ohio
10,39,Ohio
11,39,Ohio
12,39,Ohio
13,39,Ohio
14,39,Ohio
15,39,Ohio
16,39,Ohio
1,40,Oklahoma
2,40,Oklahoma
3,40,Oklahoma
4,40,Oklahoma
5,40,Oklahoma
1,41,Oregon
2,41,Oregon
3,41,Oregon
4,41,Oregon
5,41,Oregon
1,42,Pennsylvania
2,42,Pennsylvania
3,42,Pennsylvania
4,42,Pennsylvania
5,42,Pennsylvania
6,42,Pennsylvania
7,42,Pennsylvania
8,42,Pennsylvania
9,42,Pennsylvania
10,42,Pennsylvania
11,42,Pennsylvania
12,42,Pennsylvania
13,42,Pennsylvania
14,42,Pennsylvania
15,42,Pennsylvania
16,42,Pennsylvania
17,42,Pennsylvania
18,42,Pennsylvania
1,44,RhodeIsland
2,44,RhodeIsland
1,45,SouthCarolina
2,45,SouthCarolina
3,45,SouthCarolina
4,45,SouthCarolina
5,45,SouthCarolina
6,45,SouthCarolina
7,45,SouthCarolina
0,46,SouthDakota
1,47,Tennessee
2,47,Tennessee
3,47,Tennessee
4,47,Tennessee
5,47,Tennessee
6,47,Tennessee
7,47,Tennessee
8,47,Tennessee
9,47,Tennessee
1,48,Texas
2,48,Texas
3,48,Texas
4,48,Texas
5,48,Texas
6,48,Texas
7,48,Texas
8,48,Texas
9,48,Texas
10,48,Texas
11,48,Texas
12,48,Texas
13,48,Texas
14,48,Texas
15,48,Texas
16,48,Texas
17,48,Texas
18,48,Texas
19,48,Texas
20,48,Texas
21,48,Texas
22,48,Texas
23,48,Texas
24,48,Texas
25,48,Texas
26,48,Texas
27,48,Texas
28,48,Texas
29,48,Texas
30,48,Texas
31,48,Texas
32,48,Texas
33,48,Texas
34,48,Texas
35,48,Texas
36,48,Texas
1,49,Utah
2,49,Utah
3,49,Utah
4,49,Utah
0,50,Vermont
1,51,Virginia
2,51,Virginia
3,51,Virginia
4,51,Virginia
5,51,Virginia
6,51,Virginia
7,51,Virginia
8,51,Virginia
9,51,Virginia
10,51,Virginia
11,51,Virginia
1,53,Washington
2,53,Washington
3,53,Washington
4,53,Washington
5,53,Washington
6,53,Washington
7,53,Washington
8,53,Washington
9,53,Washington
10,53,Washington
1,54,WestVirginia
2,54,WestVirginia
3,54,WestVirginia
1,55,Wisconsin
2,55,Wisconsin
3,55,Wisconsin
4,55,Wisconsin
5,55,Wisconsin
6,55,Wisconsin
7,55,Wisconsin
8,55,Wisconsin
0,56,Wyoming
